0.452	0.5482
0.453	0.5424
0.454	0.5369
0.455	0.5314
0.456	0.5257
0.457	0.5203
0.458	0.5149
0.459	0.5095
0.46	0.5044
0.461	0.499
0.462	0.4938
0.463	0.4886
0.464	0.4836
0.465	0.4785
0.466	0.4735
0.467	0.4688
0.468	0.4642
0.469	0.4594
0.47	0.4548
0.471	0.4501
0.472	0.4457
0.473	0.4413
0.474	0.4369
0.475	0.4324
0.476	0.4282
0.477	0.4239
0.478	0.4197
0.479	0.4156
0.48	0.4119
0.481	0.4074
0.482	0.4031
0.483	0.399
0.484	0.3951
0.485	0.3913
0.486	0.3875
0.487	0.3838
0.488	0.3802
0.489	0.3764
0.49	0.3727
0.491	0.3691
0.492	0.3655
0.493	0.362
0.494	0.3586
0.495	0.355
0.496	0.3518
0.497	0.3484
0.498	0.3451
0.499	0.3417
0.5	0.3386
0.501	0.3353
0.502	0.332
0.503	0.3291
0.504	0.3259
0.505	0.3231
0.506	0.3199
0.507	0.3169
0.508	0.3139
0.509	0.3112
0.51	0.3081
0.511	0.3052
0.512	0.3023
0.513	0.2995
0.514	0.2967
0.515	0.294
0.516	0.2913
0.517	0.2886
0.518	0.2859
0.519	0.2833
0.52	0.2807
0.521	0.2781
0.522	0.2755
0.523	0.2731
0.524	0.2707
0.525	0.2682
0.526	0.2657
0.527	0.2633
0.528	0.261
0.529	0.2586
0.53	0.2563
0.531	0.2539
0.532	0.2518
0.533	0.2496
0.534	0.2473
0.535	0.245
0.536	0.2429
0.537	0.2408
0.538	0.2387
0.539	0.2365
0.54	0.2345
0.541	0.2323
0.542	0.2303
0.543	0.2283
0.544	0.2264
0.545	0.2244
0.546	0.2224
0.547	0.2205
0.548	0.2185
0.549	0.2167
0.55	0.2148
0.551	0.2129
0.552	0.2111
0.553	0.2092
0.554	0.2074
0.555	0.2057
0.556	0.2039
0.557	0.2021
0.558	0.2004
0.559	0.1987
0.56	0.1969
0.561	0.1954
0.562	0.1937
0.563	0.1921
0.564	0.1905
0.565	0.1888
0.566	0.1872
0.567	0.1857
0.568	0.1841
0.569	0.1827
0.57	0.1811
0.571	0.1796
0.572	0.1781
0.573	0.1767
0.574	0.1752
0.575	0.1738
0.576	0.1724
0.577	0.1711
0.578	0.1697
0.579	0.1683
0.58	0.1671
0.581	0.1657
0.582	0.1644
0.583	0.1631
0.584	0.1618
0.585	0.1605
0.586	0.1592
0.587	0.1579
0.588	0.1568
0.589	0.1555
0.59	0.1542
0.591	0.1531
0.592	0.1519
0.593	0.1508
0.594	0.1496
0.595	0.1485
0.596	0.1474
0.597	0.1463
0.598	0.1451
0.599	0.144
0.6	0.143
0.601	0.1419
0.602	0.1409
0.603	0.1398
0.604	0.1387
0.605	0.1378
0.606	0.1367
0.607	0.1357
0.608	0.1347
0.609	0.1337
0.61	0.1327
0.611	0.1317
0.612	0.1307
0.613	0.1298
0.614	0.1288
0.615	0.1279
0.616	0.1269
0.617	0.126
0.618	0.1251
0.619	0.1242
0.62	0.1233
0.621	0.1224
0.622	0.1215
0.623	0.1206
0.624	0.1198
0.625	0.1189
0.626	0.118
0.627	0.1172
0.628	0.1163
0.629	0.1154
0.63	0.1146
0.631	0.1139
0.632	0.113
0.633	0.1122
0.634	0.1114
0.635	0.1106
0.636	0.1098
0.637	0.109
0.638	0.1083
0.639	0.1074
0.64	0.1067
0.641	0.1059
0.642	0.1052
0.643	0.1044
0.644	0.1037
0.645	0.103
0.646	0.1023
0.647	0.1015
0.648	0.1008
0.649	0.1
0.65	0.0993
0.651	0.0986
0.652	0.0979
0.653	0.0972
0.654	0.0966
0.655	0.0959
0.656	0.0951
0.657	0.0945
0.658	0.0938
0.659	0.0931
0.66	0.0924
0.661	0.0918
0.662	0.0911
0.663	0.0904
0.664	0.0898
0.665	0.0891
0.666	0.0885
0.667	0.0878
0.668	0.0872
0.669	0.0866
0.67	0.086
0.671	0.0854
0.672	0.0847
0.673	0.0842
0.674	0.0836
0.675	0.083
0.676	0.0824
0.677	0.0818
0.678	0.0811
0.679	0.0806
0.68	0.08
0.681	0.0795
0.682	0.0789
0.683	0.0784
0.684	0.0778
0.685	0.0772
0.686	0.0766
0.687	0.0761
0.688	0.0756
0.689	0.075
0.69	0.0744
0.691	0.0739
0.692	0.0733
0.693	0.0729
0.694	0.0724
0.695	0.0719
0.696	0.0714
0.697	0.0709
0.698	0.0703
0.699	0.0699
0.7	0.0693
0.701	0.0689
0.702	0.0684
0.703	0.0679
0.704	0.0675
0.705	0.0669
0.706	0.0665
0.707	0.066
0.708	0.0656
0.709	0.0652
0.71	0.0647
0.711	0.0644
0.712	0.0639
0.713	0.0634
0.714	0.063
0.715	0.0626
0.716	0.0622
0.717	0.0618
0.718	0.0613
0.719	0.061
0.72	0.0605
0.721	0.0601
0.722	0.0597
0.723	0.0593
0.724	0.0589
0.725	0.0585
0.726	0.0582
0.727	0.0579
0.728	0.0574
0.729	0.057
0.73	0.0566
0.731	0.0563
0.732	0.0559
0.733	0.0555
0.734	0.0551
0.735	0.0548
0.736	0.0545
0.737	0.0541
0.738	0.0537
0.739	0.0534
0.74	0.053
0.741	0.0527
0.742	0.0524
0.743	0.052
